2	719
3	1072
3	1287
5	777
6	795
7	1139
9	328
9	1041
10	1094
11	1223
12	786
14	1258
15	245
15	1101
21	621
22	119
22	267
23	292
24	744
25	369
25	463
25	752
27	1353
28	974
28	977
29	640
32	1252
33	322
33	617
37	628
37	871
43	327
43	717
45	1157
46	1225
47	916
47	951
47	1116
49	940
50	643
50	1352
52	591
54	211
55	923
62	1034
63	775
64	593
64	683
64	750
64	1011
67	262
67	491
69	208
73	1331
74	650
74	1174
75	876
76	317
77	611
81	149
82	80
82	401
83	1312
84	920
85	13
85	391
86	343
89	45
89	535
89	669
89	1012
90	1238
91	1292
92	307
93	70
94	1081
97	1091
99	654
99	826
100	920
102	397
105	1029
105	1184
108	130
108	881
109	368
111	602
114	101
115	1255
116	1202
117	500
117	990
119	909
121	298
122	164
122	651
124	598
125	60
136	522
136	1254
137	636
137	827
139	303
140	1049
142	321
143	1345
150	890
152	748
153	1083
158	562
158	579
159	1324
162	31
162	596
166	503
168	132
168	634
168	1007
168	1022
169	437
170	135
171	624
173	124
177	1065
180	56
180	296
180	460
180	520
180	546
180	885
180	918
180	954
180	1343
182	574
187	76
190	36
191	999
194	1031
196	1232
198	1122
199	989
201	197
201	226
205	640
207	482
209	26
210	144
210	781
213	1115
214	681
217	779
218	247
220	710
230	107
232	307
233	24
234	18
234	700
234	751
239	1360
243	580
243	756
246	991
249	628
250	132
250	413
250	702
250	742
250	834
250	1138
250	1232
251	51
251	175
251	1202
251	1350
253	138
253	680
254	379
256	331
256	755
258	245
258	924
262	491
264	87
264	965
265	673
266	231
266	814
268	1202
269	16
269	749
269	782
269	1151
272	434
272	778
272	1137
278	6
278	815
280	131
281	1045
282	609
284	599
285	956
287	67
288	958
290	592
290	1297
291	972
295	12
295	1088
296	1311
299	957
299	1163
302	193
306	504
306	774
306	1011
308	804
308	933
308	1196
310	145
311	588
312	156
313	1264
314	1247
315	1218
316	339
316	1178
319	257
320	271
320	1095
323	432
325	805
326	558
326	619
332	301
332	864
332	1249
333	623
336	789
337	163
337	543
337	678
337	781
337	848
337	1110
338	4
338	976
344	484
346	833
348	44
350	616
352	406
352	635
352	926
353	423
354	660
356	629
358	146
358	1141
359	1043
362	840
362	898
362	1120
362	1199
364	803
366	414
371	297
371	849
375	705
377	715
378	799
380	96
380	1208
381	512
383	703
385	603
386	1342
389	718
390	1103
393	1000
395	817
396	768
398	938
400	273
403	1250
404	610
405	193
405	582
407	793
409	537
409	1048
410	641
410	872
412	1280
413	303
413	1200
416	365
416	1091
417	394
418	65
418	335
420	160
420	637
420	1305
422	553
425	713
426	785
429	41
430	1070
431	1063
433	925
433	1175
433	1201
434	237
434	411
435	255
439	53
439	1206
440	541
441	435
441	559
442	986
446	270
448	1346
449	1340
450	215
451	212
451	249
451	798
452	1112
453	878
454	128
454	728
455	424
458	1114
460	557
462	179
463	294
463	1253
465	447
469	1123
471	493
471	904
474	252
475	766
476	203
476	490
478	613
479	286
480	1294
480	1307
486	118
487	249
487	854
487	871
488	363
489	288
490	800
491	128
491	246
491	454
493	1181
495	807
495	1297
496	123
497	760
498	722
498	1295
498	1332
499	186
501	685
502	387
506	74
506	95
506	516
506	1002
509	444
510	482
511	417
515	23
515	762
519	1071
520	1141
525	1066
526	273
527	1369
528	370
528	1186
529	686
531	481
531	1179
532	154
532	161
532	239
532	329
532	429
532	528
532	661
532	806
532	984
533	987
540	737
540	1107
543	293
544	14
544	218
544	247
544	471
544	1258
547	350
547	361
547	530
547	622
547	1118
548	499
549	1091
550	1136
551	499
551	1166
555	411
556	1019
558	78
558	187
558	202
558	402
558	406
558	536
558	889
558	1264
562	1016
563	722
564	337
565	1303
566	843
566	874
566	1056
570	388
570	630
570	758
570	788
570	888
570	895
570	939
570	1106
572	1080
573	384
581	248
581	958
582	360
584	579
584	795
586	909
587	188
589	508
589	777
589	1253
593	809
594	1343
595	605
595	1358
597	635
597	997
597	1144
597	1188
598	485
600	719
602	38
602	59
602	114
602	125
602	334
602	366
602	548
602	613
602	730
602	841
602	883
602	1132
602	1267
602	1343
603	224
603	385
603	770
609	712
612	134
612	738
615	30
617	0
617	322
618	892
626	767
631	98
631	112
631	1171
631	1278
633	1355
634	783
634	942
642	245
644	724
644	1314
645	640
646	277
646	300
648	912
649	309
652	1317
653	1150
654	925
655	1254
657	348
659	195
659	306
659	318
659	644
659	921
659	1006
660	354
663	1219
664	1345
665	667
665	725
668	485
672	216
674	1182
675	221
675	578
675	1297
679	965
682	878
687	715
687	1209
691	71
691	151
691	427
691	861
691	1001
691	1288
694	288
696	494
697	477
699	492
701	1320
705	10
707	736
707	940
707	1276
707	1286
708	274
708	447
708	1053
708	1140
709	844
710	1203
711	80
714	21
717	606
722	438
722	1266
724	1314
725	426
726	61
729	1204
732	545
733	898
733	967
736	351
736	552
740	58
740	127
740	129
740	244
740	260
740	678
740	723
740	764
740	831
740	834
740	842
740	852
740	1096
740	1113
740	1172
740	1207
740	1245
745	802
746	1187
747	223
747	283
747	748
747	931
752	742
752	834
753	829
754	391
755	408
755	606
755	1187
755	1347
759	126
759	279
759	282
760	341
761	374
762	767
762	915
763	980
765	1138
766	90
769	464
769	513
772	181
772	671
772	1140
773	1356
774	1011
778	1093
784	969
787	808
788	470
790	104
791	585
792	517
796	155
796	246
796	382
796	468
796	575
796	614
796	670
796	917
796	959
796	1008
796	1092
796	1361
797	128
797	178
797	250
797	456
797	491
797	521
797	569
797	771
797	858
797	1007
797	1075
797	1195
797	1253
801	334
801	862
806	68
809	1221
810	304
810	1243
810	1256
812	907
813	483
813	1249
816	225
816	276
816	419
816	743
819	737
821	372
822	514
823	882
824	215
825	275
828	120
830	178
831	569
831	1361
836	110
837	778
838	221
839	910
845	148
846	1071
846	1304
850	734
851	140
853	78
853	103
853	558
853	964
856	1242
859	123
860	79
860	173
860	422
861	340
861	1261
863	944
865	167
866	897
868	1183
869	1349
872	534
873	184
874	566
875	608
877	902
880	1086
884	803
884	1064
886	90
886	766
887	832
888	529
888	669
888	686
889	1145
891	436
892	661
894	192
894	889
896	345
896	457
899	539
900	66
901	428
901	820
901	1224
903	349
905	44
907	222
908	399
911	632
914	197
914	847
919	185
919	567
921	248
922	173
922	1028
922	1104
922	1310
923	876
923	1057
927	1332
927	1334
928	577
929	727
932	8
932	1271
934	776
934	1159
935	283
936	117
936	141
936	147
936	179
936	216
936	240
936	261
936	269
936	289
936	376
936	439
936	461
936	462
936	505
936	538
936	625
936	662
936	720
936	727
936	749
936	782
936	823
936	832
936	867
936	933
936	937
936	994
936	1067
936	1074
936	1077
936	1189
936	1261
936	1288
937	835
939	183
941	135
941	283
944	435
945	620
947	735
947	1340
948	174
949	1316
950	1326
953	1151
954	259
955	20
956	285
961	79
961	1217
962	654
962	925
963	306
963	684
963	914
963	930
963	1011
963	1277
963	1321
966	1262
968	1269
970	443
971	1
973	906
976	462
976	601
979	1082
983	19
984	806
985	134
992	1151
993	1327
994	1270
995	712
996	803
998	695
1003	780
1004	215
1004	716
1005	336
1007	235
1009	1275
1010	31
1010	515
1010	762
1010	1147
1010	1230
1012	1210
1013	585
1014	1082
1015	22
1015	267
1015	676
1017	1107
1018	977
1020	542
1021	246
1021	449
1023	692
1024	604
1024	943
1024	1226
1025	40
1025	467
1025	716
1025	913
1025	1077
1026	808
1027	357
1030	794
1032	560
1032	638
1032	693
1032	863
1032	893
1033	1062
1035	242
1035	1336
1036	267
1037	1149
1038	373
1038	459
1038	627
1038	661
1038	1240
1038	1282
1038	1330
1039	960
1040	265
1040	360
1042	39
1044	1141
1046	855
1047	507
1047	698
1049	342
1049	432
1049	523
1049	992
1050	83
1051	706
1052	1072
1052	1285
1054	72
1054	723
1054	1132
1054	1348
1055	215
1058	982
1059	1368
1060	119
1061	981
1065	607
1068	811
1069	466
1069	731
1069	957
1072	1285
1073	234
1074	647
1076	188
1078	870
1079	1346
1081	561
1084	157
1085	108
1085	204
1087	741
1088	1321
1089	426
1090	637
1092	575
1095	1112
1097	843
1097	1127
1098	677
1099	200
1099	598
1099	1123
1099	1363
1100	663
1102	133
1104	115
1104	1265
1105	1357
1109	668
1111	227
1117	946
1119	278
1119	1309
1124	17
1125	818
1125	937
1126	1160
1129	334
1130	35
1131	936
1133	70
1137	365
1137	656
1137	757
1142	704
1143	1162
1144	402
1146	1153
1147	826
1148	988
1152	86
1152	165
1152	435
1152	543
1152	1122
1154	421
1156	457
1156	843
1156	1140
1158	507
1161	459
1163	519
1164	445
1164	1333
1165	176
1168	1207
1169	679
1169	879
1170	415
1173	42
1177	940
1177	1276
1180	223
1187	746
1191	721
1192	367
1193	1128
1194	617
1198	1121
1201	745
1205	1155
1208	113
1211	857
1212	438
1212	1248
1213	978
1214	189
1215	590
1216	1071
1217	79
1217	1099
1217	1120
1217	1241
1217	1364
1220	982
1227	34
1227	764
1228	749
1229	611
1231	228
1233	1145
1234	1136
1235	1298
1236	583
1237	518
1239	1281
1240	324
1244	1325
1246	219
1246	975
1247	345
1247	524
1251	263
1251	347
1251	484
1251	900
1257	305
1257	1222
1259	288
1259	694
1260	1108
1263	1312
1267	730
1269	688
1272	1185
1273	206
1274	763
1275	1134
1276	1176
1279	455
1279	715
1279	1290
1283	569
1284	779
1289	739
1291	172
1293	930
1296	197
1299	355
1300	89
1301	571
1302	1190
1306	236
1308	106
1312	83
1313	639
1315	57
1316	242
1316	840
1318	658
1319	616
1322	952
1323	48
1323	241
1323	472
1323	865
1323	1215
1326	473
1326	576
1328	169
1329	88
1329	689
1329	887
1331	999
1331	1268
1335	678
1337	392
1337	776
1338	238
1339	1135
1341	1167
1344	666
1344	690
1351	1197
1354	919
1359	229
1362	330
1365	38
1366	554
1367	568
